Symbol,Name
KRT,Karat Packaging Inc. Common Stock
KRTX,Karuna Therapeutics Inc. Common Stock
KRUS,Kura Sushi USA Inc. Class A Common Stock
KRYS,Krystal Biotech Inc. Common Stock
KSCP,Knightscope Inc. Class A Common Stock
KSI,Kadem Sustainable Impact Corporation Class A common stock
KSICU,Kadem Sustainable Impact Corporation Unit
KSICW,Kadem Sustainable Impact Corporation Warrant
KSM,DWS Strategic Municipal Income Trust
KSPN,Kaspien Holdings Inc. Common Stock
KSS,Kohl's Corporation Common Stock
KT,KT Corporation Common Stock
KTB,Kontoor Brands Inc. Common Stock 
KTCC,Key Tronic Corporation Common Stock
KTF,DWS Municipal Income Trust
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KTOS,Kratos Defense & Security Solutions Inc. Common Stock
KTRA,Kintara Therapeutics Inc. Common Stock
KTTA,Pasithea Therapeutics Corp. Common Stock
KTTAW,Pasithea Therapeutics Corp. Warrant
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share
KULR,KULR Technology Group Inc. Common Stock
KURA,Kura Oncology Inc. Common Stock
KVHI,KVH Industries Inc. Common Stock
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock
KW,Kennedy-Wilson Holdings Inc. Common Stock
KWAC,Kingswood Acquisition Corp. Class A Common Stock
KWR,Quaker Houghton Common Stock
KXIN,Kaixin Auto Holdings Ordinary Shares
KYCH,Keyarch Acquisition Corporation Ordinary Shares
KYCHR,Keyarch Acquisition Corporation Rights
KYCHU,Keyarch Acquisition Corporation Unit
KYCHW,Keyarch Acquisition Corporation Warrant
KYMR,Kymera Therapeutics Inc. Common Stock
KYN,Kayne Anderson Energy Infrastructure Fund Inc.
KZIA,Kazia Therapeutics Limited American Depositary Shares
KZR,Kezar Life Sciences Inc. Common Stock
L,Loews Corporation Common Stock
LAAA,Lakeshore Acquisition I Corp. Ordinary Shares
LAAAW,Lakeshore Acquisition I Corp. Warrant
LABP,Landos Biopharma Inc. Common Stock
LAC,Lithium Americas Corp. Common Shares
LAD,Lithia Motors Inc. Common Stock
LADR,Ladder Capital Corp Class A Common Stock
LAIX,LAIX Inc. American Depositary Shares each  representing fourteen Class A Ordinary Share
LAKE,Lakeland Industries Inc. Common Stock
LAMR,Lamar Advertising Company Class A Common Stock
LANC,Lancaster Colony Corporation Common Stock
LAND,Gladstone Land Corporation Common Stock
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock
LARK,Landmark Bancorp Inc. Common Stock
LASR,nLIGHT Inc. Common Stock
LATGU,LatAmGrowth SPAC Unit
LAUR,Laureate Education Inc. Common Stock
LAW,CS Disco Inc. Common Stock
LAWS,Lawson Products Inc. Common Stock
LAX,8i Acquisition 2 Corp. Ordinary Shares
LAXXR,8i Acquisition 2 Corp. Rights
LAXXW,8i Acquisition 2 Corp. Warrant
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock
LAZR,Luminar Technologies Inc.  Class A Common Stock
LAZY,Lazydays Holdings Inc. Common Stock
LBAI,Lakeland Bancorp Inc. Common Stock
LBBBU,Lakeshore Acquisition II Corp. Unit
LBC,Luther Burbank Corporation Common Stock
LBPH,Longboard Pharmaceuticals Inc. Common Stock
LBPS,4D pharma plc American Depositary Shares
LBPSW,4D pharma plc Warrant
LBRDA,Liberty Broadband Corporation Class A Common Stock
LBRDK,Liberty Broadband Corporation Class C Common Stock
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
LBRT,Liberty Oilfield Services Inc. Class A Common Stock
LBTYA,Liberty Global plc Class A Ordinary Shares
LBTYB,Liberty Global plc Class B Ordinary Shares
LBTYK,Liberty Global plc Class C Ordinary Shares
LC,LendingClub Corporation Common Stock
LCA,Landcadia Holdings IV Inc. Class A Common Stock
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares
LCAAU,L Catterton Asia Acquisition Corp Units
LCAAW,L Catterton Asia Acquisition Corp Warrant
LCAHU,Landcadia Holdings IV Inc. Units
LCAHW,Landcadia Holdings IV Inc. Warrant 
LCAP,Lionheart Acquisition Corp. II Class A Common Stock
LCAPW,Lionheart Acquisition Corp. II Warrant
LCI,Lannett Co Inc Common Stock
LCID,Lucid Group Inc. Common Stock
LCII,LCI Industries
LCNB,LCNB Corporation Common Stock
LCTX,Lineage Cell Therapeutics Inc. Common Stock
LCUT,Lifetime Brands Inc. Common Stock
LDHA,LDH Growth Corp I Class A Ordinary Shares
LDHAU,LDH Growth Corp I Units
LDHAW,LDH Growth Corp I Warrant
LDI,loanDepot Inc. Class A Common Stock
LDOS,Leidos Holdings Inc. Common Stock
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.
LE,Lands' End Inc. Common Stock
LEA,Lear Corporation Common Stock
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares
LECO,Lincoln Electric Holdings Inc. Common Shares
LEDS,SemiLEDS Corporation Common Stock
LEE,Lee Enterprises Incorporated Common Stock
LEG,Leggett & Platt Incorporated Common Stock
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares
LEGAU,Lead Edge Growth Opportunities Ltd Units
LEGAW,Lead Edge Growth Opportunities Ltd Warrant
LEGH,Legacy Housing Corporation Common Stock (TX)
LEGN,Legend Biotech Corporation American Depositary Shares
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share
LEN,Lennar Corporation Class A Common Stock
LEO,BNY Mellon Strategic Municipals Inc. Common Stock
LESL,Leslie's Inc. Common Stock
LEU,Centrus Energy Corp. Class A Common Stock
LEV,The Lion Electric Company Common Shares
LEVI,Levi Strauss & Co Class A Common Stock
LEVL,Level One Bancorp Inc. Common Stock
LEXX,Lexaria Bioscience Corp. Common Stock
LEXXW,Lexaria Bioscience Corp. Warrant
LFAC,LF Capital Acquisition Corp. II Class A Common Stock
LFACU,LF Capital Acquisition Corp. II Units
LFACW,LF Capital Acquisition Corp. II Warrants
LFC,China Life Insurance Company Limited American Depositary Shares
LFG,Archaea Energy Inc. Class A Common Stock
LFLY,Leafly Holdings Inc. Common Stock
LFLYW,Leafly Holdings Inc. Warrant
LFMD,LifeMD Inc. Common Stock
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock
LFST,LifeStance Health Group Inc. Common Stock
LFT,Lument Finance Trust Inc. Common Stock
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock
LFTR,Lefteris Acquisition Corp. Class A Common Stock
LFTRU,Lefteris Acquisition Corp. Unit
LFTRW,Lefteris Acquisition Corp. Warrant
LFUS,Littelfuse Inc. Common Stock
LFVN,Lifevantage Corporation Common Stock (Delaware)
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares
LGACU,Lazard Growth Acquisition Corp. I Units
LGACW,Lazard Growth Acquisition Corp. I Warrants
LGHL,Lion Group Holding Ltd. American Depositary Share
LGHLW,Lion Group Holding Ltd. Warrant
LGI,Lazard Global Total Return and Income Fund Common Stock
LGIH,LGI Homes Inc. Common Stock
LGL,LGL Group Inc. (The) Common Stock
LGMK,LogicMark Inc. Common Stock
LGND,Ligand Pharmaceuticals Incorporated Common Stock
LGO,Largo Inc. Common Shares
LGST,Semper Paratus Acquisition Corporation Class A Ordinary Shares
LGSTW,Semper Paratus Acquisition Corporation Warrant
LGTO,Legato Merger Corp. II Common Stock
LGTOU,Legato Merger Corp. II Unit
LGTOW,Legato Merger Corp. II Warrants
LGV,Longview Acquisition Corp. II Class A Common Stock
LGVC,LAMF Global Ventures Corp. I Class A Ordinary Shares
LGVN,Longeveron Inc. Class A Common Stock
LH,Laboratory Corporation of America Holdings Common Stock
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock
LHC,Leo Holdings Corp. II Class A Ordinary Shares
LHCG,LHC Group Common Stock
LHDX,Lucira Health Inc. Common Stock
LHX,L3Harris Technologies Inc. Common Stock
LI,Li Auto Inc. American Depositary Shares
LIAN,LianBio American Depositary Shares
LIBY,Liberty Resources Acquisition Corp. Class A Common Stock
LIBYU,Liberty Resources Acquisition Corp. Unit
LIBYW,Liberty Resources Acquisition Corp. Warrant
LICY,Li-Cycle Holdings Corp. Common Shares
LIDR,AEye Inc. Class A Common Stock
LIDRW,AEye Inc. Warrant
LIFE,aTyr Pharma Inc. Common Stock
LII,Lennox International Inc. Common Stock
LILA,Liberty Latin America Ltd. Class A Common Stock
LILAK,Liberty Latin America Ltd. Class C Common Stock
LILM,Lilium N.V. Class A Ordinary Shares
LILMW,Lilium N.V. Warrants
LIN,Linde plc Ordinary Share
LINC,Lincoln Educational Services Corporation Common Stock
LIND,Lindblad Expeditions Holdings Inc. Common Stock
LINK,Interlink Electronics Inc. Common Stock
LION,Lionheart III Corp Class A Common Stock
LIONU,Lionheart III Corp Unit
LIONW,Lionheart III Corp Warrant
LIQT,LiqTech International Inc. Common Stock
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares
LITE,Lumentum Holdings Inc. Common Stock
LITM,Snow Lake Resources Ltd. Common Shares
LITT,Logistics Innovation Technologies Corp. Class A Common Stock
LITTU,Logistics Innovation Technologies Corp. Units
LITTW,Logistics Innovation Technologies Corp. Warrant
LIVBU,LIV Capital Acquisition Corp. II Unit
LIVE,Live Ventures Incorporated Common Stock
LIVN,LivaNova PLC Ordinary Shares
LIXT,Lixte Biotechnology Holdings Inc. Common Stock
LIXTW,Lixte Biotechnology Holdings Inc. Warrants
LIZI,LIZHI INC. American Depositary Shares
LJAQ,LightJump Acquisition Corporation Common Stock
LJAQU,LightJump Acquisition Corporation Unit
LJAQW,LightJump Acquisition Corporation Warrant
LJPC,La Jolla Pharmaceutical Company Common Stock (DE)
LKCO,Luokung Technology Corp Ordinary Shares
LKFN,Lakeland Financial Corporation Common Stock
LKQ,LKQ Corporation Common Stock
LL,LL Flooring Holdings Inc. Common Stock
LLL,JX Luxventure Limited Common Stock
LLNW,Limelight Networks Inc. Common Stock
LLY,Eli Lilly and Company Common Stock
LMACA,Liberty Media Acquisition Corporation Series A Common Stock
LMACU,Liberty Media Acquisition Corporation Unit
LMACW,Liberty Media Acquisition Corporation Warrants
LMAO,LMF Acquisition Opportunities Inc. Class A common stock
LMAOW,LMF Acquisition Opportunities Inc. Warrant
LMAT,LeMaitre Vascular Inc. Common Stock
LMB,Limbach Holdings Inc. Common Stock
LMDX,LumiraDx Limited Common Shares
LMDXW,LumiraDx Limited Warrant
LMFA,LM Funding America Inc. Common Stock
LMND,Lemonade Inc. Common Stock
LMNL,Liminal BioSciences Inc. Common Shares
LMNR,Limoneira Co Common Stock
LMPX,LMP Automotive Holdings Inc. Common Stock
LMST,Limestone Bancorp Inc. Common Stock
LMT,Lockheed Martin Corporation Common Stock
LNC,Lincoln National Corporation Common Stock
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNDC,Landec Corporation Common Stock (DE)
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares
LNG,Cheniere Energy Inc. Common Stock
LNN,Lindsay Corporation Common Stock
LNSR,LENSAR Inc. Common Stock
LNT,Alliant Energy Corporation Common Stock
LNTH,Lantheus Holdings Inc. Common Stock
LOAN,Manhattan Bridge Capital Inc
LOB,Live Oak Bancshares Inc. Common Stock
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock
LOCL,Local Bounti Corporation Common Stock
LOCO,El Pollo Loco Holdings Inc. Common Stock
LODE,Comstock Mining Inc. Common Stock
LOGC,LogicBio Therapeutics Inc. Common Stock
LOGI,Logitech International S.A. Ordinary Shares
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS
LOOP,Loop Industries Inc. Common Stock
LOPE,Grand Canyon Education Inc. Common Stock
LOTZ,CarLotz Inc. Class A Common Stock
LOTZW,CarLotz Inc. Warrant
LOV,Spark Networks SE American Depositary Shares 
LOVE,The Lovesac Company Common Stock
LOW,Lowe's Companies Inc. Common Stock
LPCN,Lipocine Inc. Common Stock
LPG,Dorian LPG Ltd. Common Stock
LPI,Laredo Petroleum Inc. Common Stock
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES
LPLA,LPL Financial Holdings Inc. Common Stock
LPRO,Open Lending Corporation Class A Common Stock
LPSN,LivePerson Inc. Common Stock
LPTH,LightPath Technologies Inc. Class A Common Stock
LPTX,Leap Therapeutics Inc. Common Stock
LPX,Louisiana-Pacific Corporation Common Stock
LQDA,Liquidia Corporation Common Stock
LQDT,Liquidity Services Inc. Common Stock
LRCX,Lam Research Corporation Common Stock
LRFC,Logan Ridge Finance Corporation Common Stock
LRMR,Larimar Therapeutics Inc. Common Stock
LRN,Stride Inc. Common Stock
LSBK,Lake Shore Bancorp Inc. Common Stock
LSCC,Lattice Semiconductor Corporation Common Stock
LSEA,Landsea Homes Corporation Common Stock
LSEAW,Landsea Homes Corporation Warrant
LSF,Laird Superfood Inc. Common Stock
LSI,Life Storage Inc. Common Stock
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares
LSPR,Larkspur Health Acquisition Corp. Class A Common Stock
LSPRW,Larkspur Health Acquisition Corp. Warrants
LSTR,Landstar System Inc. Common Stock
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock
LTBR,Lightbridge Corporation Common Stock
LTC,LTC Properties Inc. Common Stock
LTCH,Latch Inc. Common Stock
LTCHW,Latch Inc. Warrant expiring 6/4/2026
LTH,Life Time Group Holdings Inc. Common Stock
LTHM,Livent Corporation Common Stock
LTRN,Lantern Pharma Inc. Common Stock
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock
LTRX,Lantronix Inc. Common Stock
LTRY,Lottery.com Inc. Common Stock
LTRYW,Lottery.com Inc. Warrants
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share
LUB,Luby's Inc. Common Stock
LUCD,Lucid Diagnostics Inc. Common Stock
LULU,lululemon athletica inc. Common Stock
LUMN,Lumen Technologies Inc. Common Stock
LUMO,Lumos Pharma Inc. Common Stock
LUNA,Luna Innovations Incorporated Common Stock
LUNG,Pulmonx Corporation Common Stock
LUV,Southwest Airlines Company Common Stock
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock
LUXAU,Lux Health Tech Acquisition Corp. Units
LUXAW,Lux Health Tech Acquisition Corp. Warrants
LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock
LVACW,LAVA Medtech Acquisition Corp. Warrants
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock
LVO,LiveOne Inc. Common Stock
LVOX,LiveVox Holding Inc. Class A Common Stock
LVOXW,LiveVox Holding Inc. Warrant
LVRA,Levere Holdings Corp. Class A Ordinary Shares
LVRAU,Levere Holdings Corp. Unit
LVS,Las Vegas Sands Corp. Common Stock
LVTX,LAVA Therapeutics N.V. Ordinary Shares
LW,Lamb Weston Holdings Inc. Common Stock 
LWAY,Lifeway Foods Inc. Common Stock
LWLG,Lightwave Logic Inc. Common Stock
LX,LexinFintech Holdings Ltd. American Depositary Shares
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares
LXFR,Luxfer Holdings PLC Ordinary Shares
LXP,LXP Industrial Trust Common Stock (Maryland REIT)
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock
LXRX,Lexicon Pharmaceuticals Inc. Common Stock
LXU,LSB Industries Inc. Common Stock
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYEL,Lyell Immunopharma Inc. Common Stock
LYFT,Lyft Inc. Class A Common Stock
LYG,Lloyds Banking Group Plc American Depositary Shares
LYL,Dragon Victory International Limited Ordinary Shares
LYLT,Loyalty Ventures Inc. Common Stock
LYRA,Lyra Therapeutics Inc. Common Stock
LYTS,LSI Industries Inc. Common Stock
LYV,Live Nation Entertainment Inc. Common Stock
LZ,LegalZoom.com Inc. Common Stock
LZB,La-Z-Boy Incorporated Common Stock
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid-America Apartment Communities Inc. Common Stock
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock
MAAQ,Mana Capital Acquisition Corp. Common stock
MAAQU,Mana Capital Acquisition Corp. Unit
MAC,Macerich Company (The) Common Stock
MACA,Moringa Acquisition Corp Class A Ordinary Shares
MACAU,Moringa Acquisition Corp Units
MACAW,Moringa Acquisition Corp Warrant
MACC,Mission Advancement Corp. Class A Common Stock
MACK,Merrimack Pharmaceuticals Inc. Common Stock
MACU,Mallard Acquisition Corp. Common stock
MACUW,Mallard Acquisition Corp. Warrant
MAG,MAG Silver Corporation Ordinary Shares
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANH,Manhattan Associates Inc. Common Stock
MANT,ManTech International Corporation Common Stock $0.01 Par Value
MANU,Manchester United Ltd. Class A Ordinary Shares
MAPS,WM Technology Inc. Class A Common Stock 
MAPSW,WM Technology Inc. Warrants 
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock
MAQCU,Maquia Capital Acquisition Corporation Unit
MAQCW,Maquia Capital Acquisition Corporation Warrant
MAR,Marriott International Class A Common Stock
MARA,Marathon Digital Holdings Inc. Common Stock
MARK,Remark Holdings Inc. Common Stock
MARPS,Marine Petroleum Trust Units of Beneficial Interest
MAS,Masco Corporation Common Stock
MASI,Masimo Corporation Common Stock
MASS,908 Devices Inc. Common Stock
MAT,Mattel Inc. Common Stock
MATW,Matthews International Corporation Class A Common Stock
MATX,Matson Inc. Common Stock
MAV,Pioneer Municipal High Income Advantage Fund Inc.
MAX,MediaAlpha Inc. Class A Common Stock
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares
MAXR,Maxar Technologies Inc.
MAYS,J. W. Mays Inc. Common Stock
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock
MBCN,Middlefield Banc Corp. Common Stock
MBI,MBIA Inc. Common Stock
MBII,Marrone Bio Innovations Inc. Common Stock
MBIN,Merchants Bancorp Common Stock
MBINN,Merchants Bancorp Depositary Shares Preferred Series C
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock
MBIO,Mustang Bio Inc. Common Stock
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F
MBOT,Microbot Medical Inc. Common Stock
MBRX,Moleculin Biotech Inc. Common Stock
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock
MBT,Mobile TeleSystems Public Joint Stock Company American Depositary Shares (Each representing 2 Shares of Common Stock)
MBTC,Nocturne Acquisition Corporation Ordinary Shares
